,Name,Category,Calories,Fat,Carbs,restaurant
3977,Brewed Tea - Acai ,Drinks,0,0,0,Panera Bread
3978,"Coffee, Decaf ",Coffee,5,0,0,Panera Bread
3979,Baked lays potato chips ,Sides,130,2,2,Panera Bread
3980,Sourdough Roll ,Breads,200,1,1,Panera Bread
3981,Chive & Onion ,Cream Cheese Spreads,70,6,6,Panera Bread
3982,Reduced Fat Wild Blueberry ,Cream Cheese Spreads,80,5,5,Panera Bread
3983,Chocolate Chipper Petites ,Desserts,110,6,6,Panera Bread
3984,Cornbread Muffie ,Breakfast,220,9,9,Panera Bread
3985,Strawberries & Cream- mini Scones,Breakfast,140,7,7,Panera Bread
3986,Four Cheese ,Breakfast,480,29,29,Panera Bread
3987,Asiago Cheese Bagel with Sausage ,Breakfast Sandwiches,650,32,32,Panera Bread
3988,Strawberry Granola Parfait ,Breakfast,310,11,11,Panera Bread
3989,Half Cuban Chicken Panini ,Sandwiches,430,18,18,Panera Bread
3990,Full Napa Almond Chicken Salad on Sesame Semolina ,Sandwiches,690,26,26,Panera Bread
3991,Full Sierra Turkey on Focaccia with Asiago Cheese ,Sandwiches,920,49,49,Panera Bread
3992,Creamy Tomato ,Soups,380,23,23,Panera Bread
3993,Full Chopped Steak & Blue Cheese ,Salads,790,54,54,Panera Bread
3994,Half Chicken Caesar ,Salads,260,15,15,Panera Bread
3995,Vanilla Latte with Sugar Free Vanilla Syrup ,Coffee,100,0,0,Panera Bread
3996,Tea Bags (all flavors) ,Drinks,0,0,0,Panera Bread
3997,Panera Kids Mac & Cheese ,Kid's Meals,490,30,30,Panera Bread
3998,French baguette ,Sides,180,1,1,Panera Bread
3999,Whole Grain Baguette ,Breads,140,1,1,Panera Bread
4000,Asiago Cheese ,Breads,330,6,6,Panera Bread
4001,Sesame ,Breads,310,3,3,Panera Bread
4002,Chive & Onion ,Cream Cheese Spreads,130,11,11,Panera Bread
4003,Reduced Fat Wild Blueberry ,Cream Cheese Spreads,150,10,10,Panera Bread
4004,Easter Egg Shaped Shortbread ,Desserts,460,22,22,Panera Bread
4005,Cranberry Orange Muffin ,Breakfast,480,19,19,Panera Bread
4006,Wild Blueberry Scones,Breakfast,470,20,20,Panera Bread
4007,Ham and Swiss ,Breakfast,490,30,30,Panera Bread
4008,French Toast Bagel Breakfast with Sausage ,Breakfast Sandwiches,670,31,31,Panera Bread
4009,Full Chipotle Chicken on Artisan French,Sandwiches,830,37,37,Panera Bread
4010,Half Frontega Chicken® on Focaccia ,Sandwiches,430,19,19,Panera Bread
4011,Full Italian Combo on Ciabatta ,Sandwiches,980,41,41,Panera Bread
4012,Full Smoked Ham & Swiss on Stone-Milled Rye ,Sandwiches,590,17,17,Panera Bread
4013,Half Tuna Salad on Honey Wheat ,Sandwiches,260,8,8,Panera Bread
4014,All Natural Steak Chili with Cornbread - You Pick Two® ,Soups,340,12,12,Panera Bread
4015,Full Classic Cafe ,Salads,170,11,11,Panera Bread
4016,Half Chopped Chicken Cobb ,Salads,250,18,18,Panera Bread
4017,Vanilla Latte with Sugar Free Vanilla Syrup ,Coffee,140,0,0,Panera Bread
4018,Orange Juice - Large ,Drinks,200,0,0,Panera Bread
4019,Panera Kids Deli Sandwich - Smoked Ham ,Kid's Meals,300,9,9,Panera Bread
4020,Ciabatta ,Breads,150,2,2,Panera Bread
4021,Whole Grain Loaf ,Breads,130,1,1,Panera Bread
4022,Sweet Onion & Poppyseed ,Breads,390,7,7,Panera Bread
4023,Reduced Fat Hazelnut ,Cream Cheese Spreads,80,6,6,Panera Bread
4024,Cheese Pastries,Breakfast,400,22,22,Panera Bread
4025,Mint Crinkle ,Desserts,400,14,14,Panera Bread
4026,Pumpkin Muffie ,Breakfast,290,11,11,Panera Bread
4027,Wild Blueberry- mini Scones,Breakfast,160,7,7,Panera Bread
4028,Spinach & Artichoke ,Breakfast,540,34,34,Panera Bread
4029,Jalapeno & Cheddar Bagel with Bacon ,Breakfast Sandwiches,590,25,25,Panera Bread
4030,Full Cuban Chicken Panini ,Sandwiches,860,36,36,Panera Bread
4031,Half Smokehouse Turkey® on Three Cheese ,Sandwiches,360,13,13,Panera Bread
4032,Full Salmon Club Croissant ,Sandwiches,820,57,57,Panera Bread
4033,Full Smoked Turkey Breast on Country ,Sandwiches,420,3,3,Panera Bread
4034,Signature Mac & Cheese - Large ,Sides,980,61,61,Panera Bread
4035,Low-Fat Vegetarian Black Bean - You Pick Two® ,Soups,170,2,2,Panera Bread
4036,All Natural Steak Chili with Cornbread ,Soups,510,18,18,Panera Bread
4037,Full Fuji Apple with Chicken ,Salads,560,34,34,Panera Bread
4038,Half Chopped Steak & Blue Cheese ,Salads,390,27,27,Panera Bread
4039,Iced Infused Green Tea (with passionfruit & papaya) ,Drinks,130,0,0,Panera Bread
4040,Caffe Mocha ,Coffee,380,16,16,Panera Bread
4041,Chai Tea Latte ,Coffee,200,4,4,Panera Bread
4042,Orange Juice - Small ,Drinks,110,0,0,Panera Bread
4043,Panera Kids Deli Sandwich - Smoked Turkey ,Kid's Meals,290,8,8,Panera Bread
4044,Nuggets (4 Pcs),Chicken,150,9,9,Popeye's
4045,Bonafide Mild Chicken (Leg),Chicken,160,9,9,Popeye's
4046,Nuggets (6 Pcs),Chicken,230,14,14,Popeye's
4047,Popcorn Shrimp,Seafood,330,9,9,Popeye's
4048,Cajun Fries,French Fries,770,41,41,Popeye's
4049,Onion Rings,Sides,280,19,19,Popeye's
4050,Hashbrowns,Breakfast,360,20,20,Popeye's
4051,Bonafide Spicy Chicken (Breast),Chicken,420,27,27,Popeye's
4052,Chicken & Sausage Jambalaya,Chicken,220,11,11,Popeye's
4053,Cajun Rice,Sides,170,5,5,Popeye's
4054,Cole Slaw,Sides,220,15,15,Popeye's
4055,Sausage & Gravy Biscuit,Breakfast,510,33,33,Popeye's
4056,Bonafide Spicy Chicken (Wing),Chicken,210,14,14,Popeye's
4057,Chicken Po' Boy,Sandwiches,660,34,34,Popeye's
4058,Bonafide Spicy Chicken (Leg),Chicken,170,10,10,Popeye's
4059,Shrimp Po' Boy,Sandwiches,690,42,42,Popeye's
4060,Red Beans& Rice,Sides,230,14,14,Popeye's
4061,Egg & Sausage Biscuit,Breakfast,690,45,45,Popeye's
4062,Bonafide Spicy Chicken (Thigh),Chicken,260,18,18,Popeye's
4063,Blackened Bbq Chicken Po' Boy,Sandwiches,340,7,7,Popeye's
4064,Red Beans& Rice,Sides,690,42,42,Popeye's
4065,Bacon Biscuit,Breakfast,400,25,25,Popeye's
4066,Bonafide Mild Chicken (Breast),Chicken,440,27,27,Popeye's
4067,Loaded Chicken Wrap,Chicken,310,13,13,Popeye's
4068,Baguette,Sides,90,2,2,Popeye's
4069,Mashed Potatoes,Sides,110,4,4,Popeye's
4070,Sausage Biscuit,Breakfast,540,36,36,Popeye's
4071,Sliced Pecan Pie,Desserts,410,21,21,Popeye's
4072,Bonafide Mild Chicken (Thigh),Chicken,280,21,21,Popeye's
4073,Blackened Tenders (3 Pcs),Chicken,170,2,2,Popeye's
4074,Biscuit,Sides,260,15,15,Popeye's
4075,Macaroni & Cheese,Sides,600,21,21,Popeye's
4076,Chicken Biscuit,Breakfast,490,26,26,Popeye's
4077,Mardi Gras Cheesecake,Desserts,310,19,19,Popeye's
4078,Bonafide Mild Chicken (Wing),Chicken,210,14,14,Popeye's
4079,Mild Tenders (3 Pcs),Chicken,340,14,14,Popeye's
4080,Butterfly Shrimp (8 Shrimp),Seafood,290,17,17,Popeye's
4081,Corn On The Cob,Sides,190,2,2,Popeye's
4082,Onion Rings,Sides,560,38,38,Popeye's
4083,Hot Cinnamon Apple Pie,Desserts,320,6,6,Popeye's
4084,Spicy Tenders (3 Pcs),Chicken,310,15,15,Popeye's
4085,Catfish Fillet,Seafood,460,29,29,Popeye's
4086,Macaroni & Cheese,Sides,200,7,7,Popeye's
4087,Onion Rings,Sides,830,56,56,Popeye's
4088,Mississippi Mud Pie,Desserts,280,7,7,Popeye's
4089,Chicken Livers (10),Chicken,1190,80,80,Popeye's
4090,Cajun Fries,French Fries,260,14,14,Popeye's
4091,Cajun Rice,Sides,510,15,15,Popeye's
4092,Cole Slaw,Sides,660,46,46,Popeye's
4093,Grits,Breakfast,370,5,5,Popeye's
4094,Mashed Potatoes,Sides,330,12,12,Popeye's
4095,Egg Biscuit,Breakfast,510,29,29,Popeye's
4096,Hot Sweet Potato Pie,Desserts,350,19,19,Popeye's
4097,Classic Italian (Small),Sandwiches,540,29,29,Quiznos
4098,Ultimate Turkey Club (Regular),Sandwiches,730,31,31,Quiznos
4099,Mesquite Chicken (Large),Sandwiches,1190,53,53,Quiznos
4100,California Chicken Club (Small),Sandwiches,530,25,25,Quiznos
4101,Black Angus on Rosemary Parmesan (Regular),Sandwiches,770,30,30,Quiznos
4102,Basil Pesto Chicken (Small),Sandwiches,380,16,16,Quiznos
4103,Harvest Chicken (Wrap),Wraps,820,37,37,Quiznos
4104,Mediterranean Chicken (Small),Salads,390,32,32,Quiznos
4105,Broccoli Cheese (Bread Bowl),Soups,740,22,22,Quiznos
4106,Cinnamon Sugar Cookie,Desserts,510,22,22,Quiznos
4107,Lobster & Seafood Salad (Large),Salads,550,50,50,Quiznos
4108,Turkey Bacon Guacamole,Sandwiches,1160,57,57,Quiznos
4109,Honey Bacon Club (Small),Sandwiches,480,21,21,Quiznos
4110,Pestos (Regular),Sandwiches,770,31,31,Quiznos
4111,Peppercorn Prime Rib (Large),Sandwiches,1110,57,57,Quiznos
4112,Prime Rib Philly (Small),Sandwiches,560,28,28,Quiznos
4113,Chicken Bacon Ranch (Large),Sandwiches,810,39,39,Quiznos
4114,Cobb (Large),Salads,620,52,52,Quiznos
4115,Turkey Club (Slider),Sandwiches,250,10,10,Quiznos
4116,Chicken Noodle (Large),Soups,210,7,7,Quiznos
4117,Triple Play Cheese Melt,Sandwiches,260,11,11,Quiznos
4118,Lobster & Seafood Salad (Small),Salads,350,32,32,Quiznos
4119,Turkey Bacon Guacamole (Regular),Sandwiches,850,42,42,Quiznos
4120,Meatball (Large),Sandwiches,1250,72,72,Quiznos
4121,Pestos (Small),Sandwiches,450,18,18,Quiznos
4122,Peppercorn Prime Rib (Regular),Sandwiches,810,42,42,Quiznos
4123,French Dip (Large),Sandwiches,1200,66,66,Quiznos
4124,Chicken Bacon Ranch (Small),Sandwiches,460,23,23,Quiznos
4125,Cobb (Small),Salads,310,26,26,Quiznos
4126,Smoky Chipotle Turkey (Slider),Sandwiches,250,12,12,Quiznos
4127,Marinara,Sandwiches,260,10,10,Quiznos
4128,Lobster & Seafood Salad Sub (Regular),Sandwiches,760,41,41,Quiznos
4129,Classic Italian (Large),Sandwiches,1150,61,61,Quiznos
4130,Meatball (Small),Sandwiches,590,35,35,Quiznos
4131,Chicken Carbonara (Regular),Sandwiches,920,44,44,Quiznos
4132,California Chicken Club (Large),Sandwiches,1210,54,54,Quiznos
4133,French Dip (Small),Sandwiches,560,30,30,Quiznos
4134,Greek Chicken (Small),Sandwiches,430,21,21,Quiznos
4135,Honey Mustard Chicken  (Large),Salads,720,56,56,Quiznos
4136,Mediterranean Chicken (Wrap),Wraps,1080,71,71,Quiznos
4137,Marshmallow Treat,Desserts,340,8,8,Quiznos
4138,Lobster & Seafood Salad Sub (Large),Sandwiches,1020,57,57,Quiznos
4139,Turkey Bacon Guacamole (Small),Sandwiches,540,27,27,Quiznos
4140,Meatball (Regular),Sandwiches,950,56,56,Quiznos
4141,Chicken Carbonara (Large),Sandwiches,1280,61,61,Quiznos
4142,Peppercorn Prime Rib (Small),Sandwiches,520,26,26,Quiznos
4143,French Dip (Regular),Sandwiches,880,48,48,Quiznos
4144,Greek Chicken (Large),Sandwiches,750,36,36,Quiznos
4145,Honey Mustard Chicken (Wrap),Wraps,1030,64,64,Quiznos
4146,Meatball (Slider),Sandwiches,360,21,21,Quiznos
4147,Monster Meatball,Kid's Meals,330,19,19,Quiznos
4148,Lobster & Seafood Salad Sub (Small),Sandwiches,480,25,25,Quiznos
4149,Classic Italian (Regular),Sandwiches,850,45,45,Quiznos
4150,Ultimate Turkey Club (Large),Sandwiches,990,42,42,Quiznos
4151,Chicken Carbonara (Small),Sandwiches,550,27,27,Quiznos
4152,California Chicken Club (Regular),Sandwiches,870,40,40,Quiznos
4153,Black Angus on Rosemary Parmesan (Large),Sandwiches,1050,41,41,Quiznos
4154,Basil Pesto Chicken (Large),Sandwiches,680,28,28,Quiznos
4155,Honey Mustard Chicken (Small),Salads,360,28,28,Quiznos
4156,Mediterranean Chicken (Large),Salads,770,63,63,Quiznos
4157,Chocolate Brownie,Desserts,400,20,20,Quiznos
4158,6 Meat Deli Stack (Large),Entrees,1060,48,48,Quiznos
4159,Ultimate Turkey Club (Small),Sandwiches,470,20,20,Quiznos
4160,Mesquite Chicken (Regular),Sandwiches,850,38,38,Quiznos
4161,Baja Chicken (Large),Sandwiches,1350,65,65,Quiznos
4162,Black Angus on Rosemary Parmesan (Small),Sandwiches,500,20,20,Quiznos
4163,Little Italy (Large),Sandwiches,790,45,45,Quiznos
4164,Harvest Chicken (Large),Salads,510,29,29,Quiznos
4165,Peppercorn Caesar with Chicken (Wrap),Wraps,1050,70,70,Quiznos
4166,Broccoli Cheese (Large),Soups,270,14,14,Quiznos
4167,Ultimate Chocolate Chunk Cookie,Desserts,500,24,24,Quiznos
4168,Lobster & Seafood Salad (Wrap),Wraps,860,58,58,Quiznos
4169,The Traditional (Small),Sandwiches,450,20,20,Quiznos
4170,Honey Bacon Club (Regular),Sandwiches,770,33,33,Quiznos
4171,Pestos (Large),Sandwiches,1080,43,43,Quiznos
4172,Double Cheese Prime Rib (Small),Sandwiches,520,25,25,Quiznos
4173,Prime Rib Philly (Regular),Sandwiches,890,45,45,Quiznos
4174,Sonoma Turkey (Small),Sandwiches,360,15,15,Quiznos
4175,Cobb (Wrap),Wraps,930,60,60,Quiznos
4176,"Beef, Bacon and Cheddar (Slider)",Sandwiches,260,11,11,Quiznos
4177,Chili (Small),Soups,280,11,11,Quiznos
4178,6 Meat Deli Stack (Small),Entrees,500,23,23,Quiznos
4179,The Traditional (Regular),Sandwiches,720,32,32,Quiznos
4180,Honey Bacon Club (Large),Sandwiches,1080,46,46,Quiznos
4181,Baja Chicken (Small),Sandwiches,590,29,29,Quiznos
4182,Double Cheese Prime Rib (Regular),Sandwiches,810,38,38,Quiznos
4183,Prime Rib Philly (Large),Sandwiches,1110,57,57,Quiznos
4184,Sonoma Turkey (Large),Sandwiches,610,25,25,Quiznos
4185,Peppercorn Caesar with Chicken (Small),Salads,370,31,31,Quiznos
4186,BLT Classic (Slider),Sandwiches,220,9,9,Quiznos
4187,Chili (Large),Soups,430,17,17,Quiznos
4188,6 Meat Deli Stack (Regular),Entrees,780,36,36,Quiznos
4189,The Traditional (Large),Sandwiches,980,44,44,Quiznos
4190,Mesquite Chicken (Small),Sandwiches,510,24,24,Quiznos
4191,Baja Chicken  (Regular),Sandwiches,970,47,47,Quiznos
4192,Double Cheese Prime Rib (Large),Sandwiches,1110,52,52,Quiznos
4193,Little Italy (Small),Sandwiches,480,28,28,Quiznos
4194,Harvest Chicken (Small),Salads,260,14,14,Quiznos
4195,Peppercorn Caesar with Chicken (Large),Salads,740,62,62,Quiznos
4196,Broccoli Cheese (Small),Soups,180,9,9,Quiznos
4197,Chili (Bread Bowl),Soups,840,24,24,Quiznos
4198,All-American Patty Melt,Burgers,1315,98,98,Red Robin Gourmet Burgers
4199,Burnin Love Burger,Burgers,931,60,60,Red Robin Gourmet Burgers
4200,BLTA Croissant,Sandwiches,763,44,44,Red Robin Gourmet Burgers
4201,Jump Starter Cheese Sticks,Appetizers,603,33,33,Red Robin Gourmet Burgers
4202,Creamy Spinach & Artichoke Dip,Appetizers,1117,60,60,Red Robin Gourmet Burgers
4203,Southwest Grilled Chicken Salad,Salads,870,55,55,Red Robin Gourmet Burgers
4204,Triple S Riblets & Chicken Combo,Entrees,1274,59,59,Red Robin Gourmet Burgers
4205,Buffalo Clucks & Fries,Entrees,1696,121,121,Red Robin Gourmet Burgers
4206,Coleslaw,Sides,252,18,18,Red Robin Gourmet Burgers
4207,House Salad,Salads,115,3,3,Red Robin Gourmet Burgers
4208,Rad Garden Burger,Kid's Meals,282,6,6,Red Robin Gourmet Burgers
4209,Kids Raspberry Limeade,Kid's Meals,112,0,0,Red Robin Gourmet Burgers
4210,Kid's Chocolate Milkshake,Kid's Meals,437,16,16,Red Robin Gourmet Burgers
4211,Kids Groovy Smoothie,Kid's Meals,207,2,2,Red Robin Gourmet Burgers
4212,Birthday Sundae,Desserts,376,18,18,Red Robin Gourmet Burgers
4213,Monster Malt Banana,Shakes,815,30,30,Red Robin Gourmet Burgers
4214,Monster Malt Raspberry,Shakes,1105,30,30,Red Robin Gourmet Burgers
4215,Monster Shake Vanilla,Shakes,588,28,28,Red Robin Gourmet Burgers
4216,Cherry Lime Flip,Drinks,260,0,0,Red Robin Gourmet Burgers
4217,Tropical Mai Tai,Drinks,277,0,0,Red Robin Gourmet Burgers
4218,One Great Margarita - Peach,Drinks,291,0,0,Red Robin Gourmet Burgers
4219,Pub Burger,Burgers,957,55,55,Red Robin Gourmet Burgers
4220,Natural Burger,Burgers,571,24,24,Red Robin Gourmet Burgers
4221,Caesar's Chicken Wrap,Wraps,851,43,43,Red Robin Gourmet Burgers
4222,Chili Chili con Queso,Appetizers,1370,88,88,Red Robin Gourmet Burgers
4223,Just-In Quesadilla w/Chicken,Appetizers,1136,60,60,Red Robin Gourmet Burgers
4224,Avo-Cobb-o Salad,Salads,726,37,37,Red Robin Gourmet Burgers
4225,Triple S Riblets & Clucks Combo,Entrees,1241,70,70,Red Robin Gourmet Burgers
4226,Ensenada Chicken Platter 2pc,Entrees,720,38,38,Red Robin Gourmet Burgers
4227,Chicken Tortilla Soup Cup,Soups,207,10,10,Red Robin Gourmet Burgers
4228,Carnival Corn Dog,Kid's Meals,295,12,12,Red Robin Gourmet Burgers
4229,Rad Robin Burger,Kid's Meals,286,12,12,Red Robin Gourmet Burgers
4230,Kid's Root Beer Float,Kid's Meals,138,3,3,Red Robin Gourmet Burgers
4231,Kid's Banana Malt,Kid's Meals,471,18,18,Red Robin Gourmet Burgers
4232,Kid's Vanilla Milkshake,Kid's Meals,323,15,15,Red Robin Gourmet Burgers
4233,Peach Iced Tea,Drinks,103,0,0,Red Robin Gourmet Burgers
4234,Classic Banana Malt,Shakes,471,18,18,Red Robin Gourmet Burgers
4235,Monster Malt Strawberry,Shakes,749,30,30,Red Robin Gourmet Burgers
4236,Monster Rookie Magic Shake,Shakes,883,40,40,Red Robin Gourmet Burgers
4237,Classic Mojito,Drinks,240,0,0,Red Robin Gourmet Burgers
4238,Bailey's Irish Cream Shake,Drinks,381,17,17,Red Robin Gourmet Burgers
4239,Gold Margarita - Mango,Drinks,390,0,0,Red Robin Gourmet Burgers
4240,The Banzai Burger®,Burgers,1037,62,62,Red Robin Gourmet Burgers
4241,Whiskey River BBQ Chicken Sandwich,Sandwiches,959,51,51,Red Robin Gourmet Burgers
4242,Whiskey River BBQ Chicken Wrap,Wraps,1120,62,62,Red Robin Gourmet Burgers
4243,Jump Starter Jalapeno Coins,Appetizers,773,61,61,Red Robin Gourmet Burgers
4244,Just-In Quesadilla Vegetarian,Appetizers,938,53,53,Red Robin Gourmet Burgers
4245,Crispy Chicken Tender Salad,Salads,1450,97,97,Red Robin Gourmet Burgers
4246,Clam Strips,Seafood,1440,84,84,Red Robin Gourmet Burgers
4247,Ensenada Chicken Platter 1pc,Entrees,579,36,36,Red Robin Gourmet Burgers
4248,"Clam Chowder Soup, Cup",Soups,347,22,22,Red Robin Gourmet Burgers
4249,Cheesy Mac 'n Cheesy,Kid's Meals,420,22,22,Red Robin Gourmet Burgers
4250,Rad Turkey Burger,Kid's Meals,403,22,22,Red Robin Gourmet Burgers
4251,Kid's Apple Slices,Kid's Meals,20,0,0,Red Robin Gourmet Burgers
4252,Kid's Chocolate Malt,Kid's Meals,509,18,18,Red Robin Gourmet Burgers
4253,Kid's Strawberry Milkshake,Kid's Meals,334,15,15,Red Robin Gourmet Burgers
4254,Freckled Lemonade,Drinks,126,0,0,Red Robin Gourmet Burgers
4255,Classic Chocolate Malt,Shakes,509,18,18,Red Robin Gourmet Burgers
4256,Monster Malt Vanilla,Shakes,757,31,31,Red Robin Gourmet Burgers
4257,Classic Vanilla Milkshake,Shakes,323,15,15,Red Robin Gourmet Burgers
4258,Electric Watermelon,Drinks,360,0,0,Red Robin Gourmet Burgers
4259,Strawberry Daiquiri,Drinks,225,0,0,Red Robin Gourmet Burgers
4260,Gold Margarita - Frozen,Drinks,169,0,0,Red Robin Gourmet Burgers
4261,Bleu Ribbon Burger,Burgers,1001,57,57,Red Robin Gourmet Burgers
4262,Chicken Caprese Sandwich,Sandwiches,676,29,29,Red Robin Gourmet Burgers
4263,Crispy Arctic Cod Sandwich,Sandwiches,608,29,29,Red Robin Gourmet Burgers
4264,Guacamole & Salsa with Chips,Appetizers,780,46,46,Red Robin Gourmet Burgers
4265,Nacho Ordinary Chili Nachos w/Chicken,Appetizers,2090,131,131,Red Robin Gourmet Burgers
4266,Mighty Caesar w/ Grilled Chicken Salad,Salads,800,47,47,Red Robin Gourmet Burgers
4267,Southwest Chicken Pasta,Entrees,1170,45,45,Red Robin Gourmet Burgers
4268,Jumbo Shrimp & Slaw Platter,Entrees,1256,56,56,Red Robin Gourmet Burgers
4269,"French Onion Soup, Cup",Soups,254,13,13,Red Robin Gourmet Burgers
4270,Chick-Chick-Chicken Fingers Kid's Meal,Kid's Meals,372,22,22,Red Robin Gourmet Burgers
4271,Red Robinetti Spaghetti,Kid's Meals,297,2,2,Red Robin Gourmet Burgers
4272,Kid's Steak Fries,Kid's Meals,217,9,9,Red Robin Gourmet Burgers
4273,Kid's Peach Malt,Kid's Meals,471,18,18,Red Robin Gourmet Burgers
4274,Kid's Banana Milkshake,Kid's Meals,378,15,15,Red Robin Gourmet Burgers
4275,Freckled Lemonade Light,Drinks,68,0,0,Red Robin Gourmet Burgers
4276,Classic Peach Malt,Shakes,471,18,18,Red Robin Gourmet Burgers
4277,Monster Shake Banana,Shakes,646,27,27,Red Robin Gourmet Burgers
4278,Classic Strawberry Milkshake,Shakes,334,15,15,Red Robin Gourmet Burgers
4279,Flat On Your Beak,Drinks,280,0,0,Red Robin Gourmet Burgers
4280,Peach Daiquiri,Drinks,255,0,0,Red Robin Gourmet Burgers
4281,One Great Margarita-Mango,Drinks,395,0,0,Red Robin Gourmet Burgers
4282,Royal Red Robin Burger®,Burgers,1126,83,83,Red Robin Gourmet Burgers
4283,Simply Grilled Chicken Sandwich,Sandwiches,420,8,8,Red Robin Gourmet Burgers
4284,Grilled Salmon Sandwich,Sandwiches,569,22,22,Red Robin Gourmet Burgers
4285,Towering Onion Rings®,Appetizers,1770,112,112,Red Robin Gourmet Burgers
4286,Nacho Ordinary Chili Nachos,Appetizers,1963,129,129,Red Robin Gourmet Burgers
4287,Mighty Caesar w/ Blackened Chicken Salad,Salads,800,47,47,Red Robin Gourmet Burgers
4288,Southwest Pasta w/o Chicken,Entrees,1030,42,42,Red Robin Gourmet Burgers
4289,Red Robin Steak Fries,Sides,434,18,18,Red Robin Gourmet Burgers
4290,Red's Homemade Chili Chili™ - Cup,Soups,276,16,16,Red Robin Gourmet Burgers
4291,Chick-n-Cheese Quesadilla,Kid's Meals,568,26,26,Red Robin Gourmet Burgers
4292,Red's Cheese Pizza,Kid's Meals,605,27,27,Red Robin Gourmet Burgers
4293,Kid's Side Baby Carrots & Ranch,Kid's Meals,300,30,30,Red Robin Gourmet Burgers
4294,Kid's Raspberry Malt,Kid's Meals,666,18,18,Red Robin Gourmet Burgers
4295,Kid's Raspberry Milkshake,Kid's Meals,271,15,15,Red Robin Gourmet Burgers
4296,Raspberry Iced Tea,Drinks,103,0,0,Red Robin Gourmet Burgers
4297,Classic Raspberry Malt,Shakes,666,18,18,Red Robin Gourmet Burgers
4298,Monster Shake Chocolate,Shakes,735,28,28,Red Robin Gourmet Burgers
4299,Classic Banana Milkshake,Shakes,378,15,15,Red Robin Gourmet Burgers
4300,Strawberry Lemon Vojito,Drinks,240,0,0,Red Robin Gourmet Burgers
4301,Banana Daiquiri,Drinks,353,0,0,Red Robin Gourmet Burgers
4302,Platinum Patron Margarita,Drinks,180,0,0,Red Robin Gourmet Burgers
4303,Gourmet Cheeseburger,Burgers,934,60,60,Red Robin Gourmet Burgers
4304,Teriyaki Chicken Sandwich,Sandwiches,900,47,47,Red Robin Gourmet Burgers
4305,Grilled Turkey Burger,Burgers,642,37,37,Red Robin Gourmet Burgers
4306,Triple S Riblet Appetizer,Appetizers,884,47,47,Red Robin Gourmet Burgers
4307,RR's Buzzard Wings®,Appetizers,1076,84,84,Red Robin Gourmet Burgers
4308,Mighty Caesar w/ Grilled Salmon Salad,Salads,865,51,51,Red Robin Gourmet Burgers
4309,Triple S Riblet & Classic Creamy Mac n Cheese,Entrees,1921,117,117,Red Robin Gourmet Burgers
4310,Steamed Carrots,Sides,40,0,0,Red Robin Gourmet Burgers
4311,Chicken Tortilla Soup Bowl,Soups,414,20,20,Red Robin Gourmet Burgers
4312,Grilled Cheesewich,Kid's Meals,430,29,29,Red Robin Gourmet Burgers
4313,Red's Pizzeria Pizza,Kid's Meals,690,35,35,Red Robin Gourmet Burgers
4314,Kid's Melon Wedges,Kid's Meals,61,0,0,Red Robin Gourmet Burgers
4315,Kid's Strawberry Malt,Kid's Meals,426,18,18,Red Robin Gourmet Burgers
4316,Kid's Peach Milkshake,Kid's Meals,378,15,15,Red Robin Gourmet Burgers
4317,Pomegranate Iced Tea,Drinks,96,0,0,Red Robin Gourmet Burgers
4318,Classic Strawberry Malt,Shakes,426,18,18,Red Robin Gourmet Burgers
4319,Classic Rookie Magic Shake,Shakes,586,27,27,Red Robin Gourmet Burgers
4320,Classic Raspberry Milkshake,Shakes,271,15,15,Red Robin Gourmet Burgers
4321,T.N.T.,Drinks,240,0,0,Red Robin Gourmet Burgers
4322,Raspberry Daiquiri,Drinks,550,0,0,Red Robin Gourmet Burgers
4323,Ultimate Margarita - Rocks,Drinks,189,0,0,Red Robin Gourmet Burgers
4324,Red Robin Bacon Cheeseburger,Burgers,1036,69,69,Red Robin Gourmet Burgers
4325,Bruschetta Chicken Sandwich,Sandwiches,671,30,30,Red Robin Gourmet Burgers
4326,Garden Burger,Burgers,479,13,13,Red Robin Gourmet Burgers
4327,Jump Starter Kettle-Cooked Chips,Appetizers,725,56,56,Red Robin Gourmet Burgers
4328,Apple Harvest Chicken Salad,Salads,812,44,44,Red Robin Gourmet Burgers
4329,Mighty Caesar Salad,Salads,648,44,44,Red Robin Gourmet Burgers
4330,Reds Nantucket Seafood Scatter,Seafood,1139,69,69,Red Robin Gourmet Burgers
4331,Classic Creamy Mac n Cheese,Sides,410,25,25,Red Robin Gourmet Burgers
4332,"Clam Chowder Soup, Bowl",Soups,695,43,43,Red Robin Gourmet Burgers
4333,Chick On A Stick,Kid's Meals,152,4,4,Red Robin Gourmet Burgers
4334,Kid's Chocolate Milk,Kid's Meals,274,9,9,Red Robin Gourmet Burgers
4335,Kid's Side Salad,Kid's Meals,38,1,1,Red Robin Gourmet Burgers
4336,Kid's Vanilla Malt,Kid's Meals,414,18,18,Red Robin Gourmet Burgers
4337,Hot Fudge Sundae,Desserts,800,36,36,Red Robin Gourmet Burgers
4338,Very Berry Raspberry Limeade,Drinks,202,0,0,Red Robin Gourmet Burgers
4339,Classic Vanilla Malt,Shakes,414,18,18,Red Robin Gourmet Burgers
4340,Monster Shake Mint Brownie,Shakes,848,42,42,Red Robin Gourmet Burgers
