,Name,Category,Calories,Fat,Carbs,restaurant
3141,Coconut Shrimp,Seafood,1230,72,72,Joe's Crab Shack
3142,Cheesy New Potatoes,Sides,250,15,15,Joe's Crab Shack
3143,Big Cheese Cheesecake,Desserts,980,64,64,Joe's Crab Shack
3144,Cheesy Mac,Kid's Meals,260,9,9,Joe's Crab Shack
3145,Veggies,Kid's Meals,40,3,3,Joe's Crab Shack
3146,Diablo Mussels,Appetizers,1060,54,54,Joe's Crab Shack
3147,Caesar Salad,Salads,450,37,37,Joe's Crab Shack
3148,Blackened Tilapia,Seafood,1190,64,64,Joe's Crab Shack
3149,Pan Fried Cheesy Chicken,Entrees,1590,100,100,Joe's Crab Shack
3150,Crawfish Half 'n Half,Entrees,860,47,47,Joe's Crab Shack
3151,Dipping Butter,Seafood,400,44,44,Joe's Crab Shack
3152,Spicy Boil,Seafood,5,0,0,Joe's Crab Shack
3153,The KJ Steampot,Seafood,1330,85,85,Joe's Crab Shack
3154,Crispy Shrimp,Seafood,1060,58,58,Joe's Crab Shack
3155,Crabby Apple Crumble,Desserts,1400,51,51,Joe's Crab Shack
3156,Pizza,Kid's Meals,450,15,15,Joe's Crab Shack
3157,Chocolate Sundae,Kid's Meals,340,14,14,Joe's Crab Shack
3158,OR Chicken- Whole Wing,Chicken,120,7,7,KFC
3159,EC Chicken- Drumstick,Chicken,150,10,10,KFC
3160,Grilled Chicken- Breast,Chicken,220,7,7,KFC
3161,HBBQ Hot Wings® (1),Wings,80,4,4,KFC
3162,Fiery Buffalo Hot Wings® Value Box,Entrees,510,28,28,KFC
3163,Crispy Chicken BLT Salad without Dressing,Salads,360,19,19,KFC
3164,Green Beans,Sides,25,0,0,KFC
3165,Country Fried Steak with Peppered White Gravy,Entrees,420,29,29,KFC
3166,EC Chicken- Breast,Chicken,510,33,33,KFC
3167,Hot Wings® (1),Wings,70,4,4,KFC
3168,Hot Wings® Value Box,Entrees,490,27,27,KFC
3169,Caesar Side Salad without Dressing & Croutons,Salads,40,2,2,KFC
3170,Parmesan Garlic Croutons Pouch (1),Salads,70,3,3,KFC
3171,"Corn on the Cob (5.5"")",Sides,140,1,1,KFC
3172,Country Fried Steak without Peppered White Gravy,Entrees,390,27,27,KFC
3173,Lil' Bucket™ Strawberry Shortcake Parfait Cup,Desserts,200,7,7,KFC
3174,Spicy Crispy- Drumstick,Chicken,160,10,10,KFC
3175,Crispy Strips (2),Chicken,260,14,14,KFC
3176,"KFC Snacker® with Crispy Strip, Buffalo",Sandwiches,270,9,9,KFC
3177,Doublicious with OR Filet,Sandwiches,520,25,25,KFC
3178,EC Drumstick Value Box,Entrees,440,25,25,KFC
3179,Potato Wedges,Sides,290,15,15,KFC
3180,Potato Salad,Sides,210,11,11,KFC
3181,Spicy Crispy- Thigh,Chicken,360,27,27,KFC
3182,KFC® OR Filet,Chicken,200,9,9,KFC
3183,"KFC Snacker® with Crispy Strip, Ultimate Cheese",Sandwiches,280,11,11,KFC
3184,Chicken Pot Pie,Chicken,790,45,45,KFC
3185,Grilled Thigh Value Box,Entrees,460,25,25,KFC
3186,Cole Slaw,Sides,150,6,6,KFC
3187,Apple Turnover (1),Desserts,250,12,12,KFC
3188,OR Chicken- Breast,Chicken,360,21,21,KFC
3189,EC Chicken- Thigh,Chicken,340,24,24,KFC
3190,Grilled Chicken- Drumstick,Chicken,90,4,4,KFC
3191,Fiery Buffalo Hot Wings® (1),Wings,70,4,4,KFC
3192,HBBQ Hot Wings® Value Box,Entrees,540,28,28,KFC
3193,House Side Salad without Dressing,Salads,15,0,0,KFC
3194,Mashed Potatoes with Gravy,Sides,120,4,4,KFC
3195,Macaroni Salad,Sides,190,10,10,KFC
3196,Oreo® Cookies and Crème Pie Slice,Desserts,290,16,16,KFC
3197,Spicy Crispy- Breast,Chicken,420,25,25,KFC
3198,Crispy Strips (3),Chicken,390,21,21,KFC
3199,KFC Snacker® with Crispy Strip without Sauce,Sandwiches,260,9,9,KFC
3200,Double Down with OR Filet,Sandwiches,610,37,37,KFC
3201,OR Drumstick Value Box,Entrees,400,22,22,KFC
3202,Hidden Valley® The Original Ranch® Fat Free Dressing (1),Salads,35,0,0,KFC
3203,Macaroni and Cheese,Sides,160,7,7,KFC
3204,Sweet Life® Chocolate Chip Cookie,Desserts,160,8,8,KFC
3205,Spicy Crispy- Whole Wing,Chicken,170,12,12,KFC
3206,Grilled Chicken- Thigh,Chicken,170,10,10,KFC
3207,KFC Snacker® with Crispy Strip,Sandwiches,310,15,15,KFC
3208,Grilled Drumstick Value Box,Entrees,380,19,19,KFC
3209,Heinz Buttermilk Ranch Dressing (1),Salads,160,17,17,KFC
3210,Mashed Potatoes without Gravy,Sides,90,3,3,KFC
3211,KFC® Cornbread Muffin,Sides,210,9,9,KFC
3212,Sweet Life® Oatmeal Raisin Cookie,Desserts,150,6,6,KFC
3213,OR Chicken- Drumstick,Chicken,120,7,7,KFC
3214,Popcorn Chicken-Kids,Chicken,260,17,17,KFC
3215,"KFC Snacker®, Honey BBQ",Sandwiches,210,3,3,KFC
3216,KFC Famous Bowls®-Mashed Potato with Gravy,Entrees,680,31,31,KFC
3217,OR Thigh Value Box,Entrees,540,32,32,KFC
3218,Biscuit,Sides,180,8,8,KFC
3219,Café Valley Bakery® Chocolate Chip Cake (6 slices per cake),Desserts,300,15,15,KFC
